img_id,correct_inf,inf_label,inf_conf,inf_top2diff,inf_loss
0,0,506,5.093063414096832,0.0,8.102291107177734
1,0,619,10.804536193609238,4.251253604888916,11.225204467773438
2,0,457,14.49352502822876,5.702757835388184,12.18146800994873
3,0,457,6.1886753886938095,0.0,10.157448768615723
4,0,584,8.702648431062698,5.501122772693634,7.566542625427246
5,0,457,6.420957297086716,0.0,10.24560260772705
6,0,721,6.2774211168289185,2.4699725210666656,11.018211364746094
7,0,584,15.858477354049683,12.319973111152649,10.341465950012207
8,0,584,4.392897337675095,0.0,9.125181198120117
9,0,584,3.5022377967834473,0.0,9.726768493652344
10,0,506,6.610105931758881,2.6008740067481995,11.466570854187012
11,0,457,4.674028977751732,0.0,10.438148498535156
12,0,457,14.35440182685852,9.073711931705475,9.691113471984863
13,0,457,3.808993846178055,0.0,9.767805099487305
14,0,506,12.809190154075623,8.096951991319656,10.555006980895996
15,0,679,5.978824943304062,0.0,9.191946029663086
16,0,906,7.157928496599197,2.8164252638816833,8.88694953918457
17,0,584,9.514240175485611,6.014146655797958,8.852380752563477
18,0,611,9.334448724985123,5.900496616959572,8.996458053588867
19,0,457,3.5370584577322006,0.0,9.841875076293945
20,0,679,6.034554913640022,2.3744121193885803,10.80766773223877
21,0,457,6.732466816902161,2.6490192860364914,8.69822883605957
22,0,584,8.900876343250275,3.502221778035164,9.044020652770996
23,0,584,14.246012270450592,11.06729730963707,10.07369327545166
24,0,584,6.395319849252701,2.5163620710372925,9.124603271484375
25,0,398,4.331384971737862,0.0,11.1392822265625
26,0,584,11.684675514698029,7.386122643947601,8.021892547607422
27,0,584,15.899066627025604,6.255795061588287,11.838910102844238
28,0,506,5.679162964224815,0.0,10.368366241455078
29,0,457,6.399631500244141,0.0,11.248929977416992
30,0,457,6.847842037677765,2.694416046142578,9.181236267089844
31,0,457,9.67755913734436,6.117383763194084,10.460360527038574
32,0,457,3.006250225007534,0.0,10.129476547241211
33,0,457,14.888618886470795,5.858214199542999,9.404573440551758
34,0,584,11.440814286470413,7.231973111629486,10.292983055114746
35,0,584,6.850668042898178,2.695527672767639,10.305824279785156
36,0,584,3.385300934314728,0.0,11.385726928710938
37,0,457,7.458638399839401,0.0,10.970797538757324
38,0,584,3.743896633386612,1.4731086790561676,10.160043716430664
39,0,584,7.794701308012009,3.066975623369217,10.176725387573242
40,0,584,8.779321610927582,3.454393893480301,9.807770729064941
41,0,584,9.153055399656296,0.0,10.141082763671875
42,0,584,4.510670527815819,0.0,9.848724365234375
43,0,398,3.020836226642132,0.0,9.49963665008545
44,0,584,12.66137808561325,8.003516495227814,9.941614151000977
45,0,398,3.919745981693268,0.0,9.989143371582031
46,0,506,7.468554377555847,0.0,8.46946907043457
47,0,721,8.534104377031326,3.3579085022211075,10.586099624633789
48,0,457,7.702329009771347,4.868800193071365,9.813647270202637
49,0,457,5.25786280632019,0.0,10.570446014404297
50,1,646,18.87568086385727,14.663946628570557,7.667295932769775
51,1,794,7.317353039979935,2.879154309630394,7.614921569824219
52,1,584,6.5818630158901215,4.1605304926633835,5.720852375030518
53,1,584,4.070259258151054,0.0,4.20146369934082
54,1,646,7.300712913274765,2.8726067394018173,7.6171979904174805
55,1,506,3.655005246400833,0.0,6.059072494506836
56,1,470,3.3247534185647964,0.0,6.653774738311768
57,1,584,5.479977652430534,0.0,8.029068946838379
58,1,646,8.005864918231964,3.1500622630119324,7.024995803833008
59,1,398,3.8474995642900467,0.0,7.007746696472168
60,1,868,10.065589845180511,3.960500657558441,7.921047210693359
61,1,646,5.952200293540955,0.0,7.446409225463867
62,1,470,6.193970888853073,2.4371374398469925,6.9065937995910645
63,1,327,6.536340713500977,2.571849897503853,5.977792739868164
64,1,488,6.1606403440237045,0.0,7.911989212036133
65,1,584,9.694235026836395,6.127924844622612,7.333638668060303
66,1,611,5.47027625143528,0.0,6.405840873718262
67,1,584,6.829775869846344,2.687307447195053,6.808878421783447
68,1,488,5.394629389047623,0.0,7.419766426086426
69,1,457,6.898567080497742,0.0,5.923856735229492
70,1,398,4.435975104570389,1.7454201355576515,6.11542272567749
71,1,868,6.8601928651332855,2.6992756873369217,5.929434776306152
72,1,868,7.449828088283539,2.931278944015503,7.221979141235352
73,1,868,14.753635227680206,9.32607501745224,6.913680553436279
74,1,457,7.082983106374741,0.0,5.647475242614746
75,1,506,4.128285124897957,0.0,5.187308311462402
76,1,868,7.157543301582336,2.816274017095566,6.637003421783447
77,1,398,3.9173290133476257,0.0,6.739760398864746
78,1,488,6.334393471479416,0.0,6.509176254272461
79,1,599,7.371055334806442,0.0,7.107609272003174
80,1,488,6.141128018498421,2.416345477104187,7.540162086486816
81,1,470,4.046057909727097,0.0,7.332427024841309
82,1,327,5.277051031589508,0.0,7.816802978515625
83,1,868,15.156805515289307,11.774864792823792,7.761720657348633
84,1,646,5.124393850564957,0.0,6.471158027648926
85,1,868,9.422698616981506,5.95628097653389,6.862048625946045
86,1,457,2.8917433694005013,0.0,7.168310642242432
87,1,794,5.758035182952881,3.6397721618413925,7.979574203491211
88,1,794,5.702913552522659,0.0,7.489192962646484
89,1,646,15.46674519777298,9.776847064495087,7.616477966308594
90,1,868,8.114297688007355,3.192727267742157,6.761542320251465
91,1,815,6.102593243122101,0.0,7.796456336975098
92,1,794,8.727534115314484,3.434017300605774,7.563687324523926
93,1,902,2.7277667075395584,0.0,4.851686954498291
94,1,470,3.9325904101133347,0.0,6.7358717918396
95,1,868,3.1678907573223114,0.0,6.202104568481445
96,1,868,4.715105891227722,1.8552495166659355,6.054398536682129
97,1,470,3.0457431450486183,0.0,7.116425514221191
98,1,794,7.91238397359848,5.0015803426504135,5.786741256713867
99,1,794,7.27439671754837,4.5982953161001205,7.245809555053711
100,2,488,3.610129654407501,0.0,8.071426391601562
101,2,868,4.53728511929512,1.7852826043963432,6.842841148376465
102,2,584,6.838993728160858,2.6909343898296356,8.80752944946289
103,2,488,4.95840311050415,0.0,7.129086494445801
104,2,584,5.5381253361701965,2.1790824830532074,7.643514156341553
105,2,409,2.7638107538223267,0.0,7.963559627532959
106,2,584,4.693751409649849,1.8468471243977547,9.058938026428223
107,2,584,6.0110341757535934,0.0,9.186573028564453
108,2,488,4.096717014908791,0.0,8.319984436035156
109,2,584,10.209183394908905,6.453434377908707,8.781882286071777
110,2,584,6.382659077644348,2.511380612850189,8.126585006713867
111,2,868,5.234416946768761,2.059582620859146,8.199914932250977
112,2,584,11.887349933385849,7.514238357543945,9.379695892333984
113,2,584,10.46563908457756,6.615544855594635,7.882072925567627
114,2,530,3.8230769336223602,0.0,8.264114379882812
115,2,488,5.737670138478279,3.6268990486860275,7.23311710357666
116,2,868,5.1899198442697525,2.042074128985405,7.583452224731445
117,2,489,2.6467615738511086,0.0,6.881833076477051
118,2,457,4.065752774477005,0.0,7.577571392059326
119,2,868,8.762559294700623,3.447798639535904,7.8096818923950195
120,2,794,4.23530787229538,0.0,7.91171407699585
121,2,398,3.219616413116455,0.0,7.81090784072876
122,2,646,8.210725337266922,0.0,9.12472915649414
123,2,868,5.093564093112946,2.0041612908244133,8.477191925048828
