img_id,correct_inf,inf_label,inf_conf,inf_top2diff,inf_loss
0,0,0,22.192712128162384,0.0,1.5054062604904175
1,0,391,70.00638842582703,44.25247311592102,1.3565837144851685
2,0,0,25.444969534873962,16.08428657054901,1.368652105331421
3,0,0,99.90646243095398,99.8153567314148,0.0009358317474834621
4,0,0,99.98723268508911,99.9748945236206,0.00012766500003635883
5,0,0,99.83738660812378,99.74634647369385,0.00162743148393929
6,0,0,99.99828338623047,99.99661445617676,1.7165990357170813e-05
7,0,0,99.32736158370972,98.65809679031372,0.006749095860868692
8,0,0,99.90549683570862,99.81439709663391,0.0009454786195419729
9,0,0,95.24445533752441,90.50251245498657,0.048723358660936356
10,0,133,92.05631613731384,87.47310042381287,12.082769393920898
11,0,0,100.0,99.99999403953552,-0.0
12,0,0,99.98759031295776,99.97525215148926,0.00012408917245920748
13,0,0,99.98757839202881,99.9752402305603,0.00012420836719684303
14,0,0,99.96622800827026,99.93269443511963,0.00033778208307921886
15,0,0,99.99591112136841,99.9942421913147,4.088794958079234e-05
16,0,0,99.99370574951172,99.98916387557983,6.294052582234144e-05
17,0,0,99.99769926071167,99.99603033065796,2.3007127310847864e-05
18,0,0,99.99938011169434,99.99876618385315,6.198863957251888e-06
19,0,0,99.98292922973633,99.97059106826782,0.00017069313616957515
20,0,0,99.95309114456177,99.94075298309326,0.00046921687317080796
21,0,0,98.11100959777832,96.31404280662537,0.01907060667872429
22,0,0,99.98900890350342,99.98446702957153,0.00010990492592100054
23,0,0,99.99934434890747,99.99873042106628,6.556489552167477e-06
24,0,0,100.0,99.99999403953552,-0.0
25,0,0,99.73869919776917,99.6477484703064,0.0026164366863667965
26,0,0,99.93231296539307,99.89879131317139,0.0006771179032512009
27,0,0,97.93909788131714,96.14527821540833,0.020824365317821503
28,0,0,100.0,100.0,-0.0
29,0,0,20.900583267211914,0.0,1.565393090248108
30,0,0,99.99760389328003,99.99593496322632,2.396077979938127e-05
31,0,0,99.29594993591309,98.62689971923828,0.007065430283546448
32,0,391,73.51174354553223,63.56301307678223,2.307724952697754
33,0,0,99.9991774559021,99.99856352806091,8.22540732769994e-06
34,0,0,95.19597291946411,90.45644402503967,0.04923257231712341
35,0,0,28.101322054862976,0.0,1.2693535089492798
36,0,397,73.24910759925842,63.33591938018799,2.3113040924072266
37,0,0,99.74105954170227,99.49382543563843,0.0025927757378667593
38,0,0,99.96046423912048,99.92693066596985,0.00039545822073705494
39,0,0,99.31723475456238,98.64804148674011,0.006851039361208677
40,0,0,99.99995231628418,99.99992251396179,4.768370445162873e-07
41,0,0,99.99990463256836,99.99982118606567,9.536738616588991e-07
42,0,0,99.99938011169434,99.99876618385315,6.198863957251888e-06
43,0,0,99.99759197235107,99.99697804450989,2.407998726994265e-05
44,0,0,99.99996423721313,99.99993443489075,3.576278118089249e-07
45,0,0,99.71823692321777,99.4710624217987,0.0028216331265866756
46,0,0,99.94727969169617,99.91375207901001,0.0005273620481602848
47,0,0,99.99833106994629,99.99666213989258,1.6689160474925302e-05
48,0,0,99.75142478942871,99.50416684150696,0.0024888513144105673
49,0,0,99.99829530715942,99.99662637710571,1.7046782886609435e-05
50,1,115,98.90490770339966,98.23849201202393,6.011011123657227
51,1,1,99.99709129333496,99.99542236328125,2.90866428258596e-05
52,1,1,99.99983310699463,99.99974966049194,1.6689286894688848e-06
53,1,1,99.99818801879883,99.99651908874512,1.811964830267243e-05
54,1,1,82.84382820129395,78.71927618980408,0.18821291625499725
55,1,1,99.29895401000977,98.62987995147705,0.007035126909613609
56,1,1,99.79467988014221,99.70368146896362,0.0020553194917738438
57,1,1,99.99998807907104,99.99997615814209,1.1920928244535389e-07
58,1,1,97.57250547409058,96.91506624221802,0.024574419483542442
59,1,1,89.2925500869751,84.84693765640259,0.11325215548276901
60,1,1,99.83049631118774,99.73946213722229,0.0016964580863714218
61,1,110,25.987988710403442,16.42754077911377,4.347535610198975
62,1,1,99.99994039535522,99.99992847442627,5.960462772236497e-07
63,1,1,100.0,100.0,-0.0
64,1,1,97.87384867668152,96.08122706413269,0.021490799263119698
65,1,1,99.99997615814209,99.99996423721313,2.3841855067985307e-07
66,1,1,99.99994039535522,99.99992847442627,5.960462772236497e-07
67,1,1,23.594121634960175,14.91432785987854,1.4441726207733154
