img_id,correct_inf,inf_label,inf_conf,inf_top2diff,inf_loss
0,3,3,15.951234102249146,6.2763214111328125,1.8356339931488037
1,8,3,16.30007028579712,6.413578242063522,2.3140008449554443
2,8,3,15.951234102249146,6.2763214111328125,2.3356339931488037
3,0,3,15.854862332344055,3.507082909345627,2.341693878173828
4,6,3,15.854862332344055,3.507082909345627,2.591693878173828
5,6,3,15.951234102249146,6.2763214111328125,2.3356339931488037
6,1,3,15.951234102249146,6.2763214111328125,2.3356339931488037
7,6,3,15.951234102249146,6.2763214111328125,2.3356339931488037
8,3,3,16.30007028579712,6.413578242063522,1.8140008449554443
9,1,3,15.854862332344055,3.507082909345627,2.341693878173828
10,0,3,16.30007028579712,6.413578242063522,2.3140008449554443
11,9,3,15.854862332344055,3.507082909345627,2.341693878173828
12,5,3,15.854862332344055,3.507082909345627,2.341693878173828
13,7,3,15.854862332344055,3.507082909345627,2.091693878173828
14,9,3,15.524628758430481,3.4340351819992065,2.3627424240112305
15,8,3,15.951234102249146,6.2763214111328125,2.3356339931488037
16,5,3,15.854862332344055,3.507082909345627,2.341693878173828
17,7,3,15.951234102249146,6.2763214111328125,2.3356339931488037
18,8,3,15.854862332344055,3.507082909345627,2.341693878173828
19,6,3,15.854862332344055,3.507082909345627,2.591693878173828
20,7,3,15.951234102249146,6.2763214111328125,2.3356339931488037
21,0,3,15.854862332344055,3.507082909345627,2.341693878173828
22,4,3,15.951234102249146,6.2763214111328125,2.3356339931488037
23,9,3,15.951234102249146,6.2763214111328125,2.3356339931488037
24,5,3,15.854862332344055,3.507082909345627,2.341693878173828
25,2,3,15.951234102249146,6.2763214111328125,2.7106339931488037
26,4,3,15.854862332344055,3.507082909345627,2.341693878173828
27,0,3,15.854862332344055,3.507082909345627,2.341693878173828
28,9,3,15.951234102249146,6.2763214111328125,2.3356339931488037
29,6,3,15.854862332344055,3.507082909345627,2.591693878173828
30,6,3,15.854862332344055,3.507082909345627,2.591693878173828
31,5,3,15.854862332344055,3.507082909345627,2.341693878173828
32,4,3,15.854862332344055,3.507082909345627,2.341693878173828
33,5,3,15.951234102249146,6.2763214111328125,2.3356339931488037
34,9,3,15.854862332344055,3.507082909345627,2.341693878173828
35,2,3,15.951234102249146,6.2763214111328125,2.7106339931488037
36,4,3,15.854862332344055,3.507082909345627,2.341693878173828
37,1,3,15.951234102249146,6.2763214111328125,2.3356339931488037
38,9,3,15.524628758430481,3.4340351819992065,2.3627424240112305
39,5,3,15.524628758430481,3.4340351819992065,2.3627424240112305
40,4,3,16.30007028579712,6.413578242063522,2.3140008449554443
41,6,3,16.30007028579712,6.413578242063522,2.5640008449554443
42,5,3,15.524628758430481,3.4340351819992065,2.3627424240112305
43,6,3,15.524628758430481,3.4340351819992065,2.3627424240112305
44,0,3,15.951234102249146,6.2763214111328125,2.3356339931488037
45,9,3,15.854862332344055,3.507082909345627,2.341693878173828
46,3,3,15.951234102249146,6.2763214111328125,1.8356339931488037
47,9,3,15.854862332344055,3.507082909345627,2.341693878173828
48,7,3,15.951234102249146,6.2763214111328125,2.3356339931488037
49,6,3,15.854862332344055,3.507082909345627,2.591693878173828
50,9,3,15.951234102249146,6.2763214111328125,2.3356339931488037
51,8,3,15.854862332344055,3.507082909345627,2.341693878173828
52,0,3,15.854862332344055,3.507082909345627,2.341693878173828
53,3,3,15.524628758430481,3.4340351819992065,1.8627424240112305
54,8,3,15.524628758430481,3.4340351819992065,2.3627424240112305
55,8,3,15.854862332344055,3.507082909345627,2.341693878173828
56,7,3,15.854862332344055,3.507082909345627,2.091693878173828
57,7,3,15.951234102249146,6.2763214111328125,2.3356339931488037
58,4,3,15.951234102249146,6.2763214111328125,2.3356339931488037
59,6,3,15.854862332344055,3.507082909345627,2.591693878173828
60,7,3,15.524628758430481,3.4340351819992065,2.3627424240112305
61,3,3,15.854862332344055,3.507082909345627,1.8416939973831177
62,6,3,15.524628758430481,3.4340351819992065,2.3627424240112305
63,3,3,15.854862332344055,3.507082909345627,1.8416939973831177
64,6,3,15.951234102249146,6.2763214111328125,2.3356339931488037
65,2,3,15.854862332344055,3.507082909345627,2.716693878173828
66,1,3,15.854862332344055,3.507082909345627,2.091693878173828
67,2,3,15.951234102249146,6.2763214111328125,2.7106339931488037
68,3,3,15.951234102249146,6.2763214111328125,1.8356339931488037
69,7,3,15.951234102249146,6.2763214111328125,2.3356339931488037
70,2,3,15.854862332344055,3.507082909345627,2.716693878173828
