img_id,correct_inf,inf_label,inf_conf,inf_top2diff,inf_loss
0,3,3,63.50835561752319,53.76903414726257,0.4539986848831177
1,8,3,64.28627371788025,55.8537483215332,3.504323959350586
2,8,3,47.50080108642578,40.657663345336914,2.9631736278533936
3,0,3,41.66797399520874,28.556564450263977,2.5629372596740723
4,6,3,45.3822523355484,34.603023529052734,3.5712990760803223
5,6,3,61.21395826339722,53.902995586395264,3.2720448970794678
6,1,3,38.94575834274292,26.690933108329773,2.349250316619873
7,6,3,45.416808128356934,31.12577795982361,3.53928804397583
8,3,3,70.01692652702332,63.89891505241394,0.3564331829547882
9,1,3,67.91101694107056,62.8354012966156,3.355721950531006
10,0,3,40.10930359363556,26.67437195777893,2.6010618209838867
11,9,3,50.9207546710968,40.575575828552246,2.8936495780944824
12,5,3,39.260029792785645,29.93495464324951,2.7787132263183594
13,7,3,88.51532340049744,86.22904419898987,4.903244495391846
14,9,3,38.25154006481171,25.83308219909668,2.085986375808716
15,8,3,38.27681839466095,27.3103266954422,2.4915757179260254
16,5,3,77.60855555534363,73.62200021743774,3.534742593765259
17,7,3,63.78014087677002,54.87443804740906,3.51222825050354
18,8,3,85.90672016143799,84.00879502296448,4.308157920837402
19,6,3,37.4398410320282,26.372647285461426,3.1699347496032715
20,7,3,34.396010637283325,20.057620108127594,3.2859795093536377
21,0,3,67.64689087867737,62.74656653404236,3.172118902206421
22,4,3,62.72470951080322,56.113576889038086,2.8726646900177
23,9,3,46.8058705329895,36.994826793670654,2.5091614723205566
24,5,3,63.94834518432617,58.36060047149658,3.228344440460205
25,2,3,59.08554196357727,50.83535313606262,2.49493408203125
26,4,3,79.26999926567078,73.15735220909119,2.7948105335235596
27,0,3,29.152652621269226,5.727837979793549,1.4513742923736572
28,9,3,49.873244762420654,40.93146324157715,2.789435386657715
29,6,3,39.05528783798218,30.340874195098877,2.8464417457580566
30,6,3,40.86150825023651,26.740145683288574,3.207481622695923
31,5,3,45.73465883731842,33.03460478782654,2.813563823699951
32,4,3,32.17463195323944,10.74170470237732,2.8839917182922363
33,5,3,45.545536279678345,30.759066343307495,3.1302075386047363
34,9,3,67.14402437210083,57.76861906051636,3.5858302116394043
35,2,3,44.62660849094391,33.34323465824127,2.181839942932129
36,4,3,48.333701491355896,38.514113426208496,3.102041006088257
37,1,3,73.90226125717163,70.2228844165802,3.489926815032959
38,9,3,24.218513071537018,8.085504174232483,2.3555526733398438
39,5,3,58.68327617645264,52.68840193748474,2.814265251159668
40,4,3,42.14299023151398,27.11644172668457,2.9266018867492676
41,6,3,54.56386208534241,43.819600343704224,3.8245482444763184
42,5,3,45.848286151885986,35.29341220855713,2.779832363128662
43,6,3,46.11005187034607,35.82150936126709,3.336639165878296
44,0,3,49.26201105117798,35.1482093334198,1.9580169916152954
45,9,3,51.419490575790405,41.605907678604126,2.3839027881622314
46,3,3,39.25485908985138,24.813802540302277,0.935094952583313
47,9,3,62.72859573364258,55.236732959747314,2.935102701187134
48,7,3,56.288474798202515,46.19650840759277,3.4809303283691406
49,6,3,43.895575404167175,32.44473040103912,3.6983566284179688
50,9,3,54.21789288520813,33.639100193977356,3.393409252166748
51,8,3,59.75455045700073,53.25654745101929,3.1086747646331787
52,0,3,46.51046097278595,35.11258363723755,2.1717429161071777
53,3,3,48.37939739227295,31.12919330596924,0.7260961532592773
54,8,3,48.0830192565918,39.72744345664978,2.888491153717041
55,8,3,37.463921308517456,18.625879287719727,2.8567919731140137
56,7,3,41.99862480163574,27.93084681034088,3.3987832069396973
57,7,3,70.54076790809631,64.5666241645813,3.9739794731140137
58,4,3,60.01015305519104,49.58195388317108,2.8856563568115234
59,6,3,61.53217554092407,55.0467312335968,3.829360008239746
60,7,3,46.52368724346161,38.92890214920044,3.1089587211608887
61,3,3,38.27913999557495,27.64940857887268,0.960265040397644
62,6,3,58.04000496864319,51.528096199035645,3.7627878189086914
63,3,3,53.02056074142456,45.84500789642334,0.634490430355072
64,6,3,40.64343273639679,32.38621950149536,3.2753329277038574
65,2,3,63.61461281776428,58.392804861068726,3.264827013015747
66,1,3,46.29655480384827,35.3001594543457,2.7076025009155273
67,2,3,67.93813109397888,62.53300905227661,3.3553225994110107
68,3,3,54.78200912475586,47.596174478530884,0.6018083691596985
69,7,3,92.02776551246643,90.67339301109314,5.145579814910889
70,2,3,44.873884320259094,36.03769242763519,2.426314353942871
71,6,3,38.028714060783386,25.29069185256958,3.4355788230895996
72,8,3,77.36817002296448,73.51623773574829,4.006594657897949
73,8,3,32.60943591594696,20.613093674182892,2.6830685138702393
74,0,3,63.561469316482544,54.686301946640015,3.140662670135498
75,2,0,21.253859996795654,0.0,2.5798816680908203
76,9,3,52.450770139694214,44.151851534843445,2.8640451431274414
77,3,3,58.10921788215637,51.1690616607666,0.5428458452224731
78,3,3,54.949718713760376,47.741883993148804,0.5987515449523926
79,8,3,54.709917306900024,42.87806749343872,3.2593750953674316
80,8,3,61.18457913398743,53.40583324432373,3.1475250720977783
81,1,3,51.06329917907715,43.23248863220215,2.6721041202545166
82,1,3,33.22629630565643,17.03309267759323,2.7893285751342773
83,7,3,87.85792589187622,85.20484566688538,4.629449367523193
84,2,3,51.403969526290894,43.012502789497375,2.477954864501953
85,5,3,61.90531253814697,55.77585697174072,3.1983141899108887
86,2,3,75.81419348716736,72.03962802886963,3.3081345558166504
87,7,3,50.09971857070923,39.264893531799316,3.159904956817627
88,8,3,44.094738364219666,33.28885734081268,2.9438295364379883
89,9,3,59.79437828063965,53.08563709259033,2.983008623123169
90,0,3,47.91308641433716,38.178950548172,2.32953143119812
91,3,3,60.70411205291748,51.099324226379395,0.4991587996482849
92,8,3,57.59803056716919,51.13571286201477,3.5516817569732666
93,6,3,79.49718832969666,75.66102743148804,4.416948318481445
94,4,3,61.23027801513672,54.14235591888428,2.7092783451080322
95,6,3,33.442965149879456,19.059324264526367,3.3765788078308105
96,6,3,62.98023462295532,56.744349002838135,3.7435994148254395
97,0,3,34.528687596321106,14.854834973812103,1.6258796453475952
98,0,3,57.60369300842285,50.93557834625244,2.7078335285186768
